name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
ford endeavour titanium 4x2,2011.0,600000.0,149674.0,diesel,dealer,manual,second owner
mahindra scorpio 2.6 turbo 9 str,2007.0,370000.0,100000.0,diesel,individual,manual,third owner
maruti baleno vxi,2006.0,80000.0,120000.0,petrol,individual,manual,third owner
tata indica dlx,2003.0,50000.0,120000.0,diesel,individual,manual,second owner
hyundai verna crdi 1.6 ex,2018.0,900000.0,25000.0,diesel,individual,manual,first owner
maruti wagon r vxi bs iv,2014.0,300000.0,35000.0,petrol,individual,manual,second owner
tata indica lsi,2002.0,125000.0,40000.0,petrol,individual,manual,first owner
maruti swift dzire vdi,2015.0,490000.0,60000.0,diesel,individual,manual,second owner
toyota etios liva gd,2012.0,300000.0,50000.0,diesel,individual,manual,second owner
tata nano std,2013.0,55000.0,25000.0,petrol,individual,manual,fourth & above owner
hyundai grand i10 sportz,2016.0,350000.0,25000.0,petrol,individual,manual,first owner
hyundai grand i10 1.2 crdi asta,2019.0,755000.0,8000.0,diesel,individual,manual,first owner
maruti ertiga shvs vdi,2017.0,720000.0,60000.0,diesel,individual,manual,first owner
mahindra bolero slx,2006.0,229999.0,171000.0,diesel,individual,manual,third owner
mahindra scorpio s7 140 bsiv,2018.0,1100000.0,20000.0,diesel,individual,manual,first owner
volkswagen polo petrol comfortline 1.2l,2013.0,400000.0,100000.0,petrol,individual,manual,first owner
hyundai xcent 1.1 crdi base,2015.0,350000.0,70000.0,diesel,individual,manual,second owner
chevrolet beat diesel ps,2012.0,159000.0,68000.0,diesel,dealer,manual,first owner
maruti swift zxi bsiv,2017.0,550000.0,38000.0,petrol,dealer,manual,first owner
maruti ritz vdi,2013.0,335000.0,80000.0,diesel,dealer,manual,first owner
tata indigo cs emax cng glx,2014.0,185000.0,72000.0,cng,dealer,manual,first owner
maruti eeco 5 str with ac plus htr cng,2012.0,229999.0,75000.0,cng,dealer,manual,first owner
maruti estilo lxi,2014.0,225000.0,43000.0,petrol,dealer,manual,first owner
maruti swift vxi with abs,2007.0,250000.0,120000.0,petrol,individual,manual,second owner
tata zest quadrajet 1.3 xm,2015.0,400000.0,100000.0,diesel,individual,manual,first owner
maruti swift vdi bsiv,2014.0,470000.0,163000.0,diesel,individual,manual,first owner
maruti alto k10 vxi ags optional,2018.0,300000.0,25000.0,petrol,individual,automatic,first owner
maruti alto lx,2011.0,145000.0,25000.0,petrol,individual,manual,first owner
maruti sx4 vxi bsiii,2007.0,100000.0,90000.0,petrol,individual,manual,second owner
mahindra scorpio sle bsiv,2014.0,500000.0,70000.0,diesel,individual,manual,second owner
hyundai santro xing gls cng,2010.0,130000.0,98000.0,cng,individual,manual,second owner
chevrolet cruze ltz,2010.0,240000.0,81925.0,diesel,individual,manual,first owner
ford figo diesel celebration edition,2013.0,150000.0,80000.0,diesel,individual,manual,second owner
renault kwid rxt optional,2017.0,270000.0,40000.0,petrol,individual,manual,first owner
maruti swift dzire vdi,2014.0,400000.0,90000.0,diesel,individual,manual,first owner
hyundai eon era plus,2012.0,200000.0,46000.0,petrol,individual,manual,first owner
mahindra xuv500 w6 2wd,2012.0,550000.0,80000.0,diesel,individual,manual,first owner
renault kwid 1.0 rxt optional,2018.0,325000.0,35000.0,petrol,individual,manual,first owner
skoda rapid 1.5 tdi at style bsiv,2017.0,860000.0,82080.0,diesel,individual,automatic,first owner
mahindra xuv500 w8 2wd,2012.0,600000.0,171000.0,diesel,individual,manual,first owner
chevrolet spark 1.0,2009.0,125000.0,70000.0,petrol,individual,manual,first owner
maruti 800 ac,2001.0,60000.0,40000.0,petrol,individual,manual,third owner
chevrolet tavera neo 3 10 seats bsiv,2010.0,300000.0,120000.0,diesel,individual,manual,third owner
ford fiesta 1.6 zxi duratec,2007.0,190000.0,60000.0,petrol,individual,manual,third owner
maruti ertiga vdi,2013.0,400000.0,110000.0,diesel,individual,manual,first owner
tata manza aura quadrajet bs iv,2011.0,260000.0,97000.0,diesel,individual,manual,second owner
maruti swift vvt vxi,2017.0,400000.0,30000.0,petrol,individual,manual,first owner
hyundai i20 sportz petrol,2010.0,250000.0,40000.0,petrol,individual,manual,first owner
hyundai grand i10 1.2 kappa asta,2019.0,600000.0,10000.0,petrol,individual,manual,first owner
maruti zen estilo vxi bsiv,2010.0,175000.0,52047.0,petrol,individual,manual,first owner
toyota innova 2.5 g (diesel) 8 seater bs iv,2011.0,450000.0,171000.0,diesel,individual,manual,third owner
tata tiago 1.2 revotron xza,2019.0,350000.0,15000.0,petrol,individual,automatic,second owner
maruti vitara brezza zdi,2018.0,800000.0,50000.0,diesel,individual,manual,first owner
maruti swift vxi bsiii,2011.0,250000.0,70000.0,petrol,individual,manual,second owner
maruti swift vxi bsiv,2019.0,600000.0,10000.0,petrol,individual,manual,first owner
maruti swift vdi bsiv,2017.0,600000.0,90000.0,diesel,individual,manual,first owner
maruti alto 800 lxi,2016.0,130000.0,40000.0,petrol,individual,manual,first owner
maruti wagon r lxi,2006.0,90000.0,62009.0,petrol,individual,manual,second owner
hyundai i20 active 1.2 s,2017.0,595000.0,33100.0,petrol,individual,manual,second owner
hyundai eon era plus,2014.0,190000.0,40000.0,petrol,individual,manual,second owner
hyundai santro gls i - euro i,2001.0,50000.0,120000.0,petrol,individual,manual,second owner
maruti wagon r lxi minor,2007.0,95000.0,80000.0,petrol,individual,manual,first owner
tata safari storme vx,2016.0,1000000.0,70000.0,diesel,individual,manual,first owner
mahindra scorpio rev 116,2006.0,220000.0,171000.0,petrol,individual,manual,second owner
mahindra bolero slx,2010.0,400000.0,50000.0,diesel,individual,manual,first owner
datsun go plus a,2015.0,315000.0,45000.0,petrol,individual,manual,second owner
toyota fortuner 4x4 mt,2014.0,1000000.0,110000.0,diesel,individual,manual,first owner
ford ecosport 1.5 dv5 mt titanium,2014.0,500000.0,49000.0,diesel,individual,manual,first owner
mahindra xuv500 w11 at bsiv,2018.0,1200000.0,35000.0,diesel,individual,automatic,first owner
mahindra supro vx 8 str,2017.0,500000.0,160000.0,diesel,individual,manual,first owner
maruti alto lx,2007.0,70000.0,171000.0,petrol,individual,manual,third owner
maruti 800 ac,2007.0,105000.0,60000.0,petrol,individual,manual,second owner
ford endeavour 2.5l 4x2 mt,2008.0,400000.0,110000.0,diesel,individual,manual,third owner
maruti wagon r lxi,2004.0,80000.0,60000.0,petrol,individual,manual,third owner
maruti alto 800 vxi,2016.0,300000.0,30000.0,petrol,individual,manual,first owner
mahindra kuv 100 d75 k2,2017.0,409999.0,40000.0,diesel,individual,manual,first owner
maruti swift glam,2009.0,250000.0,70000.0,petrol,individual,manual,first owner
tata new safari dicor 2.2 ex 4x2,2010.0,250000.0,120000.0,diesel,individual,manual,second owner
maruti swift dzire vdi,2012.0,215000.0,80000.0,diesel,individual,manual,third owner
toyota fortuner 4x4 mt,2015.0,1200000.0,120000.0,diesel,individual,manual,first owner
honda brio 1.2 vx mt,2018.0,475000.0,20000.0,petrol,individual,manual,first owner
honda brio 1.2 vx mt,2018.0,475000.0,22000.0,petrol,individual,manual,first owner
chevrolet spark 1.0 ls,2008.0,75000.0,35000.0,petrol,individual,manual,second owner
chevrolet sail hatchback ls abs,2013.0,200000.0,120000.0,diesel,individual,manual,second owner
tata tiago nrg petrol,2019.0,575000.0,8000.0,petrol,individual,manual,first owner
maruti ritz vdi,2011.0,150000.0,40000.0,diesel,individual,manual,second owner
maruti vitara brezza zdi plus,2018.0,850000.0,10000.0,diesel,individual,manual,first owner
hyundai santro era,2019.0,350000.0,30000.0,petrol,individual,manual,first owner
ford endeavour 2.5l 4x2 mt,2011.0,550000.0,54000.0,diesel,individual,manual,second owner
hyundai verna 1.4 vtvt,2017.0,330000.0,80577.0,petrol,individual,manual,first owner
honda city i-dtec v,2017.0,1044999.0,25000.0,diesel,individual,manual,first owner
hyundai verna 1.6 crdi,2011.0,300000.0,127500.0,diesel,individual,manual,second owner
hyundai eon d lite plus,2015.0,235000.0,40903.0,petrol,dealer,manual,first owner
ford figo petrol titanium,2011.0,120000.0,60000.0,petrol,individual,manual,third owner
maruti wagon r vxi,2004.0,130000.0,46000.0,petrol,individual,manual,first owner
ford endeavour 4x4 xlt,2004.0,275000.0,22288.0,diesel,dealer,manual,second owner
volkswagen jetta 2.0 tdi trendline,2011.0,270000.0,171000.0,diesel,individual,manual,second owner
volkswagen polo 1.5 tdi highline,2015.0,500000.0,30000.0,diesel,individual,manual,second owner
hyundai grand i10 sportz,2015.0,400000.0,61690.0,petrol,dealer,manual,first owner
hyundai i20 asta 1.2,2015.0,600000.0,64484.0,petrol,dealer,manual,first owner
audi q5 2.0 tdi,2012.0,1200000.0,90000.0,diesel,individual,automatic,second owner
renault duster 85ps diesel rxe,2013.0,400000.0,75976.0,diesel,dealer,manual,second owner
ford figo diesel titanium,2011.0,220000.0,70000.0,diesel,individual,manual,second owner
honda brio e mt,2012.0,300000.0,85962.0,petrol,dealer,manual,second owner
maruti omni e mpi std bs iv,2018.0,250000.0,120000.0,petrol,individual,manual,first owner
honda mobilio v i dtec,2015.0,600000.0,120000.0,diesel,individual,manual,first owner
honda brio s option at,2012.0,285000.0,75000.0,petrol,individual,automatic,second owner
honda accord 2.4 mt,2009.0,350000.0,57035.0,petrol,dealer,manual,first owner
mahindra bolero slx,2011.0,170000.0,70000.0,diesel,individual,manual,third owner
ford figo 1.2p ambiente mt,2015.0,229999.0,45000.0,petrol,individual,manual,first owner
mahindra xuv500 w6 2wd,2013.0,500000.0,72104.0,diesel,dealer,manual,second owner
tata nano lx,2011.0,75000.0,15000.0,petrol,individual,manual,first owner
hyundai i20 active 1.2 sx,2016.0,600000.0,30000.0,petrol,individual,manual,first owner
tata indigo ls dicor,2011.0,220000.0,80000.0,diesel,individual,manual,first owner
tata indica vista terra 1.4 tdi,2009.0,150000.0,164000.0,diesel,individual,manual,second owner
maruti alto lx,2006.0,65000.0,124439.0,petrol,individual,manual,second owner
maruti zen vxi,2006.0,120000.0,77000.0,petrol,individual,manual,second owner
maruti swift dzire vdi,2014.0,240000.0,90000.0,diesel,individual,manual,first owner
renault kwid 1.0 rxt optional,2017.0,390000.0,30000.0,petrol,individual,manual,first owner
chevrolet beat ls,2012.0,180000.0,50000.0,petrol,individual,manual,first owner
maruti swift vdi,2012.0,320000.0,80000.0,diesel,individual,manual,second owner
maruti alto 800 lxi,2018.0,310000.0,5000.0,petrol,individual,manual,first owner
maruti wagon r amt vxi,2018.0,420000.0,24000.0,petrol,individual,automatic,first owner
tata tiago nrg petrol,2019.0,550000.0,10000.0,petrol,individual,manual,first owner
maruti ertiga shvs vdi,2016.0,550000.0,78000.0,diesel,individual,manual,third owner
mahindra tuv 300 t4 plus,2018.0,760000.0,50000.0,diesel,individual,manual,first owner
maruti 800 ac bsii,2001.0,43000.0,100000.0,petrol,individual,manual,second owner
maruti omni mpi std bsiv,2018.0,250000.0,20000.0,petrol,individual,manual,first owner
hyundai santro magna bsiv,2019.0,500000.0,1250.0,petrol,individual,manual,first owner
tata zest revotron 1.2 xt,2015.0,380000.0,17152.0,petrol,individual,manual,first owner
mahindra xuv500 w11 option at awd,2019.0,1200000.0,5000.0,diesel,individual,automatic,first owner
volkswagen polo diesel trendline 1.2l,2012.0,350000.0,77000.0,diesel,individual,manual,first owner
hyundai verna crdi,2008.0,195000.0,90000.0,diesel,individual,manual,second owner
chevrolet beat ls,2011.0,225000.0,80000.0,petrol,individual,manual,second owner
toyota innova 2.5 g (diesel) 7 seater,2015.0,1125000.0,65000.0,diesel,individual,manual,first owner
tata indica vista quadrajet lx,2011.0,133000.0,80000.0,diesel,individual,manual,first owner
hyundai eon era plus,2013.0,200000.0,24005.0,petrol,individual,manual,first owner
maruti vitara brezza zdi plus,2018.0,940000.0,20000.0,diesel,individual,manual,first owner
renault duster 85ps diesel rxl,2014.0,400000.0,120000.0,diesel,individual,manual,first owner
hyundai i10 era 1.1,2009.0,120000.0,120000.0,petrol,individual,manual,second owner
maruti swift dzire zdi,2015.0,625000.0,80000.0,diesel,individual,manual,first owner
maruti swift 1.3 vxi,2005.0,110000.0,80000.0,petrol,individual,manual,first owner
renault duster 110ps diesel rxz,2012.0,490000.0,100000.0,diesel,individual,manual,first owner
maruti alto lx,2009.0,140000.0,120000.0,petrol,individual,manual,second owner
ford figo diesel zxi,2011.0,175000.0,149000.0,diesel,individual,manual,second owner
maruti wagon r lxi bsiii,2005.0,90000.0,65000.0,petrol,individual,manual,second owner
maruti swift ldi bsiv,2009.0,275000.0,100000.0,diesel,individual,manual,second owner
volkswagen vento diesel highline,2011.0,300000.0,65000.0,diesel,individual,manual,second owner
datsun go plus t option bsiv,2018.0,270000.0,19000.0,petrol,individual,manual,second owner
chevrolet beat lt,2010.0,130000.0,80000.0,petrol,individual,manual,second owner
maruti alto k10 vxi airbag,2015.0,275000.0,30000.0,petrol,individual,manual,first owner
maruti swift vdi,2012.0,352000.0,109000.0,diesel,individual,manual,first owner
hyundai eon lpg magna plus,2012.0,180000.0,90000.0,lpg,individual,manual,first owner
maruti alto lx,2012.0,150000.0,90000.0,petrol,individual,manual,first owner
maruti swift vdi bsiii,2010.0,300000.0,110000.0,diesel,individual,manual,second owner
mahindra bolero di dx 7 seater,2007.0,225000.0,120000.0,diesel,individual,manual,first owner
honda mobilio v i dtec,2014.0,600000.0,44000.0,diesel,individual,manual,first owner
maruti ertiga bsiv zxi,2015.0,500000.0,80000.0,petrol,individual,manual,first owner
honda br-v i-vtec s mt,2018.0,900000.0,5000.0,petrol,individual,manual,first owner
hyundai i20 magna 1.2,2016.0,600000.0,61000.0,petrol,individual,manual,first owner
toyota etios vd,2011.0,450000.0,100000.0,diesel,individual,manual,second owner
hyundai i10 era 1.1,2009.0,270000.0,27633.0,petrol,individual,manual,first owner
maruti swift vdi bsiii,2010.0,310000.0,100000.0,diesel,individual,manual,third owner
hyundai santro xing gls audio lpg,2012.0,250000.0,100000.0,lpg,individual,manual,first owner
ford figo 1.2p titanium mt,2019.0,700000.0,12586.0,petrol,dealer,manual,first owner
fiat avventura urban cross 1.3 multijet emotion,2018.0,650000.0,38083.0,diesel,dealer,manual,first owner
ford figo diesel zxi,2012.0,400000.0,55328.0,diesel,dealer,manual,first owner
ford figo diesel titanium,2012.0,425000.0,81632.0,diesel,dealer,manual,first owner
ford aspire titanium diesel bsiv,2016.0,600000.0,155201.0,diesel,dealer,manual,first owner
ford ecosport 1.5 tdci titanium bsiv,2013.0,600000.0,93283.0,diesel,dealer,manual,first owner
maruti swift ldi bsiii,2009.0,300000.0,171000.0,diesel,dealer,manual,first owner
ford fiesta classic 1.4 duratorq clxi,2012.0,450000.0,90165.0,diesel,dealer,manual,first owner
ford ecosport 1.5 dv5 mt titanium,2014.0,750000.0,101504.0,diesel,dealer,manual,first owner
ford figo titanium diesel bsiv,2010.0,325000.0,86017.0,diesel,dealer,manual,second owner
mahindra xuv500 w8 2wd,2013.0,900000.0,85036.0,diesel,dealer,manual,second owner
ford ikon 1.3l rocam flair,2006.0,180000.0,91086.0,petrol,dealer,manual,second owner
fiat punto 1.3 emotion,2013.0,350000.0,160254.0,diesel,dealer,manual,second owner
ford ecosport 1.5 tdci titanium bsiv,2013.0,600000.0,125531.0,diesel,dealer,manual,second owner
honda wr-v i-dtec v,2019.0,900000.0,60000.0,diesel,individual,manual,first owner
skoda laura l n k 1.9 pd,2006.0,350000.0,100000.0,diesel,individual,manual,first owner
maruti ritz ldi,2013.0,280000.0,90000.0,diesel,individual,manual,third owner
mahindra xylo d2,2009.0,225000.0,120000.0,diesel,individual,manual,second owner
honda city i dtec s,2014.0,520000.0,82000.0,diesel,individual,manual,first owner
mahindra scorpio 1.99 s4,2016.0,509999.0,60000.0,diesel,individual,manual,first owner
maruti baleno alpha 1.2,2019.0,556000.0,24000.0,petrol,individual,manual,first owner
tata indigo grand dicor,2014.0,225000.0,120000.0,diesel,individual,manual,first owner
honda amaze ex i-dtech,2013.0,325000.0,65000.0,diesel,dealer,manual,first owner
maruti swift vdi,2013.0,365000.0,65000.0,diesel,dealer,manual,first owner
hyundai creta 1.6 crdi sx plus,2015.0,850000.0,84000.0,diesel,dealer,manual,first owner
toyota etios gd sp,2013.0,350000.0,75000.0,diesel,dealer,manual,first owner
maruti swift vdi,2007.0,225000.0,50000.0,diesel,dealer,manual,first owner
maruti alto lx,2011.0,135000.0,50000.0,petrol,individual,manual,first owner
maruti wagon r lxi minor,2007.0,140000.0,49000.0,petrol,dealer,manual,first owner
maruti sx4 s cross ddis 320 delta,2016.0,665000.0,171000.0,diesel,dealer,manual,first owner
renault kwid rxt,2015.0,275000.0,14365.0,petrol,dealer,manual,first owner
toyota fortuner 2.8 4wd at bsiv,2017.0,1200000.0,41000.0,diesel,individual,automatic,first owner
hyundai verna 1.6 sx,2013.0,484999.0,65000.0,diesel,dealer,manual,first owner
maruti ciaz vdi option shvs,2015.0,565000.0,65000.0,diesel,dealer,manual,first owner
maruti swift dzire vdi,2013.0,425000.0,61083.0,diesel,dealer,manual,first owner
toyota innova 2.5 vx (diesel) 8 seater,2013.0,925000.0,75000.0,diesel,individual,manual,first owner
mahindra scorpio vlx 2wd airbag se bsiv,2012.0,565000.0,72000.0,diesel,dealer,manual,first owner
renault duster 110ps diesel rxl,2014.0,525000.0,65000.0,diesel,dealer,manual,first owner
hyundai tucson 2.0 e-vgt 2wd mt,2017.0,1200000.0,55000.0,diesel,dealer,manual,first owner
hyundai eon era plus,2015.0,295000.0,21000.0,petrol,dealer,manual,second owner
